"Pcode","Locality","State","Comments","DeliveryOffice","PresortIndicator","ParcelZone","BSPnumber","BSPname","Category","Lat","Long"
"0200","AUSTRALIAN NATIONAL UNIVERSITY","ACT","PO Boxes","AUSTRALIAN NATIONAL UNI LPO x","150","N2 ","019","CANBERRA","Post Office Boxes                                 ","-35.277272","149.117136"
"0221","BARTON","ACT","LVR Special Mailing",,"150","N2 ","019","CANBERRA","LVR                                               ","-35.201372","149.095065"
"0800","DARWIN","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.801028","130.955789"
"0801","DARWIN","NT","GPO Boxes","DARWIN GPO DELIVERY ANNEXE    ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.801028","130.955789"
"0804","PARAP","NT","PO Boxes","PARAP LPO                     ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.432181","130.84331"
"0810","ALAWA","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.378451","130.877014"
"0810","BRINKIN","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.378451","130.877014"
"0810","CASUARINA","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.378451","130.877014"
"0810","COCONUT GROVE","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.378451","130.877014"
"0810","JINGILI","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.378451","130.877014"
"0810","LEE POINT","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.378451","130.877014"
"0810","LYONS","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.378451","130.877014"
"0810","MILLNER","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.378451","130.877014"
"0810","MOIL","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.378451","130.877014"
"0810","MUIRHEAD","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.378451","130.877014"
"0810","NAKARA","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.378451","130.877014"
"0810","NIGHTCLIFF","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.378451","130.877014"
"0810","RAPID CREEK","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.378451","130.877014"
"0810","TIWI","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.378451","130.877014"
"0810","WAGAMAN","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.378451","130.877014"
"0810","WANGURI","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.378451","130.877014"
"0811","CASUARINA","NT","PO Boxes","CASUARINA DELIVERY ANNEXE     ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.376597","130.850489"
"0812","ANULA","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.400091","130.913672"
"0812","BUFFALO CREEK","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.400091","130.913672"
"0812","HOLMES","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.400091","130.913672"
"0812","KARAMA","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.400091","130.913672"
"0812","LEANYER","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.400091","130.913672"
"0812","MALAK","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.400091","130.913672"
"0812","MARRARA","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.400091","130.913672"
"0812","NORTHLAKES","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.400091","130.913672"
"0812","SANDERSON","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.400091","130.913672"
"0812","WOODLEIGH GARDENS","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.400091","130.913672"
"0812","WULAGI","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.400091","130.913672"
"0813","SANDERSON","NT","PO Boxes","SANDERSON LPO                 ","085","NT1","001","DARWIN","Post Office Boxes                                 ","0","0"
"0814","NIGHTCLIFF","NT","PO Boxes","NIGHTCLIFF LPO                ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.382572","130.853877"
"0815","CHARLES DARWIN UNIVERSITY","NT","PO Boxes","CHARLES DARWIN UNIVERSITY LPO ","085","NT1","001","DARWIN","Post Office Boxes                                 ","0","0"
"0820","BAGOT","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.410444","130.856124"
"0820","BAYVIEW","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.410444","130.856124"
"0820","CHARLES DARWIN","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.410444","130.856124"
"0820","COONAWARRA","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.410444","130.856124"
"0820","CULLEN BAY","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.410444","130.856124"
"0820","DARWIN DC","NT","PO Boxes","DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.410444","130.856124"
"0820","DARWIN INTERNATIONAL AIRPORT","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.410444","130.856124"
"0820","DARWIN MC","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.410444","130.856124"
"0820","EAST POINT","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.410444","130.856124"
"0820","EATON","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.410444","130.856124"
"0820","FANNIE BAY","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.410444","130.856124"
"0820","LARRAKEYAH","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.410444","130.856124"
"0820","LUDMILLA","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.410444","130.856124"
"0820","PARAP","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.410444","130.856124"
"0820","RAAF BASE DARWIN","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.410444","130.856124"
"0820","STUART PARK","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.410444","130.856124"
"0820","THE GARDENS","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.410444","130.856124"
"0820","THE NARROWS","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.410444","130.856124"
"0820","WINNELLIE","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.410444","130.856124"
"0820","WOOLNER","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.410444","130.856124"
"0821","WINNELLIE","NT","PO Boxes","WINNELLIE BC                  ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.426641","130.882367"
"0822","ACACIA HILLS","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","ANGURUGU","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","ANINDILYAKWA","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","ANNIE RIVER","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","BATHURST ISLAND","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","BEES CREEK","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","BELYUEN","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","BLACK JUNGLE","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","BLACKMORE","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","BORDER STORE","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","BURRUNDIE","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","BYNOE","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","BYNOE HARBOUR","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","CAMP CREEK","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","CHANNEL ISLAND","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","CHARLES DARWIN","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","CHARLOTTE","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","CLARAVALE","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","COBOURG","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","COLLETT CREEK","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","COOMALIE CREEK","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","COX PENINSULA","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","CROKER ISLAND","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","DALY","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","DALY RIVER","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","DARWIN MC","NT","PO Boxes","DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","DARWIN RIVER DAM","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","DELISSAVILLE","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","DOUGLAS-DALY","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","EAST ARM","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","EAST ARNHEM","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","ELRUNDIE","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","EVA VALLEY","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","FINNISS VALLEY","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","FLEMING","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","FLY CREEK","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","FREDS PASS","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","GALIWINKU","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","GLYDE POINT","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","GOULBURN ISLAND","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","GUNBALANYA","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","GUNN POINT","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","HAYES CREEK","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","HIDDEN VALLEY","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","HOTHAM","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","HUGHES","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","KAKADU","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","KOOLPINYAH","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","LAKE BENNETT","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","LAMBELLS LAGOON","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","LITCHFIELD PARK","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","LIVINGSTONE","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","LLOYD CREEK","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","MANDORAH","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","MANINGRIDA","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","MARANUNGA","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","MARGARET RIVER","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","MARRAKAI","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","MCMINNS LAGOON","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","MICKETT CREEK","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","MIDDLE POINT","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","MILIKAPITI","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","MILINGIMBI","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","MILLWOOD","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","MILYAKBURRA","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","MINJILANG","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","MOUNT BUNDEY","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","MURRUMUJUK","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","NAUIYU","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","NEMARLUK","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","NGANMARRIYANGA","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","NGUIU","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","NUMBULWAR","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","NUMBURINDI","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","OENPELLI","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","PALUMPA","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","PEPPIMENARTI","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","PIRLANGIMPI","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","POINT STEPHENS","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","POINT STUART","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","PULARUMPI","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","RAKULA","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","RAMINGINING","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","ROBIN FALLS","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","RUM JUNGLE","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","SANDPALMS ROADHOUSE","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","SOUTHPORT","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","STAPLETON","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","THAMARRURR","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","TIPPERARY","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","TIVENDALE","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","TIWI ISLANDS","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","TORTILLA FLATS","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","TUMBLING WATERS","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","UMBAKUMBA","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","VERNON ISLANDS","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","WADEYE","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","WAGAIT BEACH","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","WAK WAK","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","WARRUWI","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","WEDDELL","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","WEST ARNHEM","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","WICKHAM","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","WINNELLIE","NT","PO Bags","DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","WISHART","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0822","WOOLANING","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.799278","131.131697"
"0828","BERRIMAH","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.474896","130.907378"
"0828","KNUCKEY LAGOON","NT",,"BERRIMAH LPO                  ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.474896","130.907378"
"0829","HOLTZE","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-14.460879","132.280002"
"0829","PINELANDS","NT",,"DARWIN DELIVERY CENTRE        ","085","NT1","001","DARWIN","Delivery Area                                     ","-14.460879","132.280002"
"0830","ARCHER","NT",,"PALMERSTON DC","085","NT1","001","DARWIN","Delivery Area                                     ","-12.487233","130.972637"
"0830","DRIVER","NT",,"PALMERSTON DC","085","NT1","001","DARWIN","Delivery Area                                     ","-12.487233","130.972637"
"0830","DURACK","NT",,"PALMERSTON DC","085","NT1","001","DARWIN","Delivery Area                                     ","-12.487233","130.972637"
"0830","FARRAR","NT",,"PALMERSTON DC","085","NT1","001","DARWIN","Delivery Area                                     ","-12.487233","130.972637"
"0830","GRAY","NT",,"PALMERSTON DC","085","NT1","001","DARWIN","Delivery Area                                     ","-12.487233","130.972637"
"0830","MARLOW LAGOON","NT",,"PALMERSTON DC","085","NT1","001","DARWIN","Delivery Area                                     ","-12.487233","130.972637"
"0830","MOULDEN","NT",,"PALMERSTON DC","085","NT1","001","DARWIN","Delivery Area                                     ","-12.487233","130.972637"
"0830","PALMERSTON","NT",,"PALMERSTON DC","085","NT1","001","DARWIN","Delivery Area                                     ","-12.487233","130.972637"
"0830","SHOAL BAY","NT",,"PALMERSTON DC","085","NT1","001","DARWIN","Delivery Area                                     ","-12.487233","130.972637"
"0830","WOODROFFE","NT",,"PALMERSTON DC","085","NT1","001","DARWIN","Delivery Area                                     ","-12.487233","130.972637"
"0830","YARRAWONGA","NT",,"PALMERSTON DC","085","NT1","001","DARWIN","Delivery Area                                     ","-12.487233","130.972637"
"0831","PALMERSTON","NT","PO Boxes","PALMERSTON DC","085","NT1","001","DARWIN","Post Office Boxes                                 ","-12.480066","130.984006"
"0832","BAKEWELL","NT",,"PALMERSTON DC","085","NT1","001","DARWIN","Delivery Area                                     ","-12.492269","130.990891"
"0832","BELLAMACK","NT",,"PALMERSTON DC","085","NT1","001","DARWIN","Delivery Area                                     ","-12.492269","130.990891"
"0832","GUNN","NT",,"PALMERSTON DC","085","NT1","001","DARWIN","Delivery Area                                     ","-12.492269","130.990891"
"0832","JOHNSTON","NT",,"PALMERSTON DC","085","NT1","001","DARWIN","Delivery Area                                     ","-12.492269","130.990891"
"0832","MITCHELL","NT",,"PALMERSTON DC","085","NT1","001","DARWIN","Delivery Area                                     ","-12.492269","130.990891"
"0832","ROSEBERY","NT",,"PALMERSTON DC","085","NT1","001","DARWIN","Delivery Area                                     ","-12.492269","130.990891"
"0832","ROSEBERY HEIGHTS","NT",,"PALMERSTON DC","085","NT1","001","DARWIN","Delivery Area                                     ","-12.492269","130.990891"
"0832","ZUCCOLI","NT",,"PALMERSTON DC","085","NT1","001","DARWIN","Delivery Area                                     ","-12.492269","130.990891"
"0835","COOLALINGA","NT",,"HOWARD SPRINGS LPO            ","085","NT1","001","DARWIN","Delivery Area                                     ","-12.48138","131.029173"
