"Pcode","Locality","State","Comments","DeliveryOffice","PresortIndicator","ParcelZone","BSPnumber","BSPname","Category","Lat","Long"
"1595","LANE COVE","NSW","PO Boxes","LANE COVE POST SHOP","206","N1 ","007","ST LEONARDS","Post Office Boxes                                 ","-33.791875","151.187955"
"1597","LANE COVE","NSW","Pharmac Marketing Supplies","LANE COVE POST SHOP","206","N1 ","007","ST LEONARDS","LVR                                               ","-33.791875","151.187955"
"1602","LANE COVE DC","NSW","Doubleday",,"206","N1 ","007","ST LEONARDS","LVR                                               ","0","0"
"1608","LANE COVE DC","NSW",,,"206","N1 ","007","ST LEONARDS","LVR                                               ","0","0"
"1610","LANE COVE DC","NSW",,,"206","N1 ","007","ST LEONARDS","LVR                                               ","0","0"
"1611","LANE COVE DC","NSW",,,"206","N1 ","007","ST LEONARDS","LVR                                               ","0","0"
"1630","HORNSBY","NSW","PO Boxes","HORNSBY POST SHOP","207","N1 ","004","PYMBLE","Post Office Boxes                                 ","-33.707684","151.099812"
"1635","HORNSBY WESTFIELD","NSW","PO Boxes","HORNSBY WESTFIELD POST SHOP   ","207","N1 ","004","PYMBLE","Post Office Boxes                                 ","0","0"
"1639","FRENCHS FOREST","NSW","LVR Special Mailing","FRENCHS FOREST DF             ","206","N1 ","003","FRENCHS FOREST","LVR                                               ","-33.793137","151.246751"
"1640","FRENCHS FOREST","NSW","PO Boxes","FRENCHS FOREST POST SHOP","206","N1 ","003","FRENCHS FOREST","Post Office Boxes                                 ","-33.793137","151.246751"
"1655","MANLY","NSW","PO Boxes","MANLY POST SHOP","206","N1 ","003","FRENCHS FOREST","Post Office Boxes                                 ","-33.329799","151.505125"
"1658","MONA VALE","NSW","Weldon by Mail","MONA VALE POST SHOP","206","N1 ","003","FRENCHS FOREST","LVR                                               ","-33.698773","151.216799"
"1660","MONA VALE","NSW","PO Boxes","MONA VALE POST SHOP","206","N1 ","003","FRENCHS FOREST","Post Office Boxes                                 ","-33.698773","151.216799"
"1670","NORTH RYDE BC","NSW","PO Boxes","NORTH RYDE DC","207","N1 ","004","PYMBLE","Post Office Boxes                                 ","0","0"
"1675","GLADESVILLE","NSW","PO Boxes","GLADESVILLE POST SHOP","206","N1 ","007","ST LEONARDS","Post Office Boxes                                 ","-33.833033","151.139681"
"1680","RYDE","NSW","PO Boxes","RYDE POST SHOP","207","N1 ","004","PYMBLE","Post Office Boxes                                 ","-33.761498","151.137807"
"1685","WEST RYDE","NSW","PO Boxes","WEST RYDE POST SHOP","207","N1 ","004","PYMBLE","Post Office Boxes                                 ","-33.80406","151.09064"
"1690","NORTHERN SUBURBS MC","NSW","LVR Special Mailing",,"206","N1 ","007","ST LEONARDS","LVR                                               ","0","0"
"1691","NORTHERN SUBURBS MC","NSW","LVR Special Mailing",,"206","N1 ","007","ST LEONARDS","LVR                                               ","0","0"
"1692","NORTHERN SUBURBS MC","NSW","LVR Special Mailing",,"206","N1 ","007","ST LEONARDS","LVR                                               ","0","0"
"1693","NORTHERN SUBURBS MC","NSW","LVR Special Mailing",,"206","N1 ","007","ST LEONARDS","LVR                                               ","0","0"
"1694","NORTHERN SUBURBS MC","NSW","LVR Special Mailing",,"206","N1 ","007","ST LEONARDS","LVR                                               ","0","0"
"1695","NORTHERN SUBURBS MC","NSW","LVR Special Mailing",,"206","N1 ","007","ST LEONARDS","LVR                                               ","0","0"
"1696","NORTHERN SUBURBS MC","NSW","LVR Special Mailing",,"206","N1 ","007","ST LEONARDS","LVR                                               ","0","0"
"1697","NORTHERN SUBURBS MC","NSW","LVR Special Mailing",,"206","N1 ","007","ST LEONARDS","LVR                                               ","0","0"
"1698","NORTHERN SUBURBS MC","NSW","LVR Special Mailing",,"206","N1 ","007","ST LEONARDS","LVR                                               ","0","0"
"1699","NORTHERN SUBURBS MC","NSW","LVR Special Mailing",,"206","N1 ","007","ST LEONARDS","LVR                                               ","0","0"
"1700","ERMINGTON","NSW","PO Boxes","ERMINGTON POST SHOP","207","N1 ","006","PARRAMATTA","Post Office Boxes                                 ","-33.950299","151.206982"
"1701","RYDALMERE BC","NSW","PO Boxes","RYDALMERE BC","207","N1 ","006","PARRAMATTA","Post Office Boxes                                 ","0","0"
"1710","EPPING","NSW","PO Boxes","EPPING POST SHOP","207","N1 ","004","PYMBLE","Post Office Boxes                                 ","-33.78417","151.116696"
"1712","EPPING","NSW",,,"207","N1 ","004","PYMBLE","LVR                                               ","-33.78417","151.116696"
"1715","PENNANT HILLS","NSW","PO Boxes","PENNANT HILLS POST SHOP","207","N1 ","004","PYMBLE","Post Office Boxes                                 ","-33.758433","151.049106"
"1730","SEVEN HILLS","NSW","PO Boxes","SEVEN HILLS POST SHOP","204","N1 ","005","SEVEN HILLS","Post Office Boxes                                 ","-33.760263","150.966912"
"1740","PARRAMATTA","NSW","Returning Officer",,"207","N1 ","006","PARRAMATTA","LVR                                               ","-33.886166","151.139472"
"1741","PARRAMATTA","NSW","AMP Life","PARRAMATTA CBD BC","207","N1 ","006","PARRAMATTA","LVR                                               ","-33.886166","151.139472"
"1750","NORTH PARRAMATTA","NSW","PO Boxes","NORTH PARRAMATTA POST SHOP","207","N1 ","006","PARRAMATTA","Post Office Boxes                                 ","-33.857053","151.023102"
"1755","BAULKHAM HILLS","NSW","PO Boxes","BAULKHAM HILLS POST SHOP","204","N1 ","005","SEVEN HILLS","Post Office Boxes                                 ","-33.767239","150.968177"
"1765","CASTLE HILL","NSW","PO Boxes","CASTLE HILL POST SHOP","204","N1 ","005","SEVEN HILLS","Post Office Boxes                                 ","-33.735906","151.030535"
"1771","PENNANT HILLS","NSW","McDonalds","PENNANT HILLS POST SHOP","207","N1 ","004","PYMBLE","LVR                                               ","-33.758433","151.049106"
"1781","SEVEN HILLS MC","NSW","ACN Australia",,"204","N1 ","005","SEVEN HILLS","LVR                                               ","0","0"
"1790","ST MARYS","NSW","PO Boxes","ST MARYS","204","N1 ","008","NEPEAN","Post Office Boxes                                 ","-33.859047","151.19554"
"1797","PENRITH SOUTH DC","NSW",,"NEPEAN DF","204","N1 ","008","NEPEAN","LVR                                               ","0","0"
"1800","ASHFIELD","NSW","PO Boxes","ASHFIELD POST SHOP            ","209","N1 ","012","BURWOOD","Post Office Boxes                                 ","-34.096505","150.778939"
"1805","BURWOOD","NSW","PO Boxes","BURWOOD POST SHOP","207","N1 ","006","PARRAMATTA","Post Office Boxes                                 ","-33.891556","151.10082"
"1811","SILVERWATER","NSW","PO Boxes","SILVERWATER BC","207","N1 ","006","PARRAMATTA","Post Office Boxes                                 ","-33.82328","151.051375"
"1816","STRATHFIELD","NSW",,,"207","N1 ","006","PARRAMATTA","LVR                                               ","-33.877139","151.093326"
"1819","STRATHFIELD","NSW","LVR Special Mailing","SYDNEY WEST LETTERS FACILITY","207","N1 ","006","PARRAMATTA","LVR                                               ","-33.877139","151.093326"
"1825","LIDCOMBE","NSW","PO Boxes","LIDCOMBE LPO                  ","207","N1 ","006","PARRAMATTA","Post Office Boxes                                 ","0","0"
"1826","LIDCOMBE","NSW","LVR Special Mailing","STH WEST SUBS MC","207","N1 ","006","PARRAMATTA","LVR                                               ","0","0"
"1830","GRANVILLE","NSW","Trading Post","GRANVILLE POST SHOP           ","205","N1 ","009","LEIGHTONFIELD","LVR                                               ","-33.859289","150.948582"
"1831","GRANVILLE","NSW","Trading Post",,"205","N1 ","009","LEIGHTONFIELD","LVR                                               ","-33.859289","150.948582"
"1835","AUBURN","NSW","PO Boxes","AUBURN POST SHOP              ","205","N1 ","009","LEIGHTONFIELD","Post Office Boxes                                 ","-33.883928","151.023796"
"1848","GUILDFORD","NSW",,,"205","N1 ","009","LEIGHTONFIELD","LVR                                               ","-33.850193","150.966745"
"1851","WETHERILL PARK DC","NSW","PO Boxes","WETHERILL PARK BC","205","N1 ","009","LEIGHTONFIELD","Post Office Boxes                                 ","0","0"
"1860","FAIRFIELD","NSW","PO Boxes","FAIRFIELD POST SHOP","205","N1 ","009","LEIGHTONFIELD","Post Office Boxes                                 ","-33.850457","150.961124"
"1871","LIVERPOOL","NSW","PO Boxes","LIVERPOOL RETAIL POST SHOP    ","205","N1 ","014","INGLEBURN","Post Office Boxes                                 ","-33.888327","151.103632"
"1875","MOOREBANK","NSW","PO Boxes","MOOREBANK POST SHOP","205","N1 ","014","INGLEBURN","Post Office Boxes                                 ","-33.954639","150.92236"
"1885","BANKSTOWN","NSW","PO Boxes","BANKSTOWN POST SHOP","205","N1 ","009","LEIGHTONFIELD","Post Office Boxes                                 ","-33.907417","151.024581"
"1888","BANKSTOWN","NSW","Australian Tax Office","BANKSTOWN POST SHOP","205","N1 ","009","LEIGHTONFIELD","LVR                                               ","-33.907417","151.024581"
"1890","INGLEBURN","NSW","PO Boxes","INGLEBURN POST SHOP","205","N1 ","014","INGLEBURN","Post Office Boxes                                 ","-33.960035","150.802088"
"1891","MILPERRA","NSW","PO Boxes","MILPERRA LPO","205","N1 ","009","LEIGHTONFIELD","Post Office Boxes                                 ","-33.932221","151.000183"
"1900","LEIGHTONFIELD MC","NSW","EDIPost - Elgas","SYDNEY EAST LETTERS FACILITY  ","205","N1 ","009","LEIGHTONFIELD","LVR                                               ","0","0"
"1902","LEIGHTONFIELD MC","NSW","EDIPost - BOC Gas","SYDNEY EAST LETTERS FACILITY  ","205","N1 ","009","LEIGHTONFIELD","LVR                                               ","0","0"
"2000","BARANGAROO","NSW",,"WATERLOO DF                   ","203","N1 ","015","SYDNEY STREETS","Delivery Area                                     ","-33.855601","151.20822"
"2000","DAWES POINT","NSW",,"WATERLOO DF                   ","203","N1 ","015","SYDNEY STREETS","Delivery Area                                     ","-33.855601","151.20822"
"2000","HAYMARKET","NSW",,"WATERLOO DF                   ","203","N1 ","015","SYDNEY STREETS","Delivery Area                                     ","-33.855601","151.20822"
"2000","MILLERS POINT","NSW",,"WATERLOO DF                   ","203","N1 ","015","SYDNEY STREETS","Delivery Area                                     ","-33.855601","151.20822"
"2000","PARLIAMENT HOUSE","NSW","Sydney","WATERLOO DF                   ","203","N1 ","015","SYDNEY STREETS","Delivery Area                                     ","-33.855601","151.20822"
"2000","SYDNEY","NSW",,"WATERLOO DF                   ","203","N1 ","015","SYDNEY STREETS","Delivery Area                                     ","-33.855601","151.20822"
"2000","SYDNEY SOUTH","NSW",,"WATERLOO DF                   ","203","N1 ","015","SYDNEY STREETS","Delivery Area                                     ","-33.855601","151.20822"
"2000","THE ROCKS","NSW","Sydney","WATERLOO DF                   ","203","N1 ","015","SYDNEY STREETS","Delivery Area                                     ","-33.855601","151.20822"
"2001","SYDNEY","NSW","GPO Boxes","GPO BOX CENTRE SYDNEY         ","203","N1 ","016","SYDNEY BOXES","Post Office Boxes                                 ","-33.794883","151.268071"
"2002","WORLD SQUARE","NSW","PO Boxes","WORLD SQUARE POST SHOP        ","203","N1 ","015","SYDNEY STREETS","Post Office Boxes                                 ","-35.974434","146.40506"
"2004","ALEXANDRIA MC","NSW","PO Boxes","SYDNEY EAST LETTERS FACILITY  ","203","N1 ","016","SYDNEY BOXES","Post Office Boxes                                 ","0","0"
"2004","EASTERN SUBURBS MC","NSW","PO Boxes","SYDNEY EAST LETTERS FACILITY  ","203","N1 ","016","SYDNEY BOXES","Post Office Boxes                                 ","0","0"
"2006","THE UNIVERSITY OF SYDNEY","NSW",,"SYDNEY UNIVERSITY LPO","203","N1 ","015","SYDNEY STREETS","Delivery Area                                     ","-33.887926","151.186923"
"2007","BROADWAY","NSW","PO Boxes","BROADWAY POST SHOP","203","N1 ","015","SYDNEY STREETS","Delivery Area                                     ","-33.884366","151.196502"
"2007","ULTIMO","NSW",,"WATERLOO DF                   ","203","N1 ","015","SYDNEY STREETS","Delivery Area                                     ","-33.884366","151.196502"
"2008","CHIPPENDALE","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.886844","151.201715"
"2008","DARLINGTON","NSW","Chippendale","WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.886844","151.201715"
"2009","PYRMONT","NSW",,"WATERLOO DF                   ","203","N1 ","015","SYDNEY STREETS","Delivery Area                                     ","-33.869709","151.19393"
"2010","DARLINGHURST","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.879825","151.21956"
"2010","SURRY HILLS","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.879825","151.21956"
"2011","ELIZABETH BAY","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.872829","151.226593"
"2011","HMAS KUTTABUL","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.872829","151.226593"
"2011","POTTS POINT","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.872829","151.226593"
"2011","RUSHCUTTERS BAY","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.872829","151.226593"
"2011","WOOLLOOMOOLOO","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.872829","151.226593"
"2012","STRAWBERRY HILLS","NSW","PO Boxes","STRAWBERRY HILLS BC","208","N1 ","010","WATERLOO","Post Office Boxes                                 ","-33.726098","150.931838"
"2013","STRAWBERRY HILLS","NSW","Competition Mail","STRAWBERRY HILLS BC","208","N1 ","010","WATERLOO","Post Office Boxes                                 ","-33.726098","150.931838"
"2015","ALEXANDRIA","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.897571","151.195567"
"2015","BEACONSFIELD","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.897571","151.195567"
"2015","EVELEIGH","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.897571","151.195567"
"2016","REDFERN","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.892778","151.203901"
"2017","WATERLOO","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.9004","151.206144"
"2017","ZETLAND","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.9004","151.206144"
"2018","EASTLAKES","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.925133","151.213199"
"2018","ROSEBERY","NSW","Mascot","ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.925133","151.213199"
"2019","BANKSMEADOW","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.95742","151.206715"
"2019","BOTANY","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.95742","151.206715"
"2020","MASCOT","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.931189","151.19431"
"2020","SYDNEY DOMESTIC AIRPORT","NSW","PO Boxes","SYD INTERNATIONAL AIRPORT LPO","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.931189","151.19431"
"2020","SYDNEY INTERNATIONAL AIRPORT","NSW","PO Boxes","SYD INTERNATIONAL AIRPORT LPO","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.931189","151.19431"
"2021","CENTENNIAL PARK","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.893632","151.219357"
"2021","MOORE PARK","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.893632","151.219357"
"2021","PADDINGTON","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.893632","151.219357"
"2022","BONDI JUNCTION","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.892324","151.24733"
"2022","BONDI JUNCTION PLAZA","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.892324","151.24733"
"2022","QUEENS PARK","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.892324","151.24733"
"2023","BELLEVUE HILL","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.887189","151.258935"
"2024","BRONTE","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.902328","151.263838"
"2024","WAVERLEY","NSW","Bondi","WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.902328","151.263838"
"2025","WOOLLAHRA","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.885795","151.24413"
"2026","BONDI","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.893739","151.262502"
"2026","BONDI BEACH","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.893739","151.262502"
"2026","NORTH BONDI","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.893739","151.262502"
"2026","TAMARAMA","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.893739","151.262502"
"2027","DARLING POINT","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.873808","151.236683"
"2027","EDGECLIFF","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.873808","151.236683"
"2027","HMAS RUSHCUTTERS","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.873808","151.236683"
"2027","POINT PIPER","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.873808","151.236683"
"2028","DOUBLE BAY","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.87906","151.243095"
"2029","ROSE BAY","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.866555","151.280456"
"2030","DOVER HEIGHTS","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.874405","151.280416"
"2030","HMAS WATSON","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.874405","151.280416"
"2030","ROSE BAY NORTH","NSW","PO Boxes","ROSE BAY NORTH LPO","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.874405","151.280416"
"2030","VAUCLUSE","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.874405","151.280416"
"2030","WATSONS BAY","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.874405","151.280416"
"2031","CLOVELLY","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.912639","151.262021"
"2031","CLOVELLY WEST","NSW","PO Boxes","CLOVELLY WEST LPO","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.912639","151.262021"
"2031","RANDWICK","NSW",,"WATERLOO DF                   ","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.912639","151.262021"
"2031","ST PAULS","NSW","PO Boxes","ST PAULS LPO","208","N1 ","010","WATERLOO","Delivery Area                                     ","-33.912639","151.262021"
"2032","DACEYVILLE","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.928043","151.22513"
"2032","KINGSFORD","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.928043","151.22513"
"2033","KENSINGTON","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.912997","151.219017"
"2034","COOGEE","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.920491","151.254401"
"2034","SOUTH COOGEE","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.920491","151.254401"
"2035","MAROUBRA","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.946123","151.242818"
"2035","MAROUBRA SOUTH","NSW","PO Boxes","MAROUBRA SOUTH LPO            ","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.946123","151.242818"
"2035","PAGEWOOD","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.946123","151.242818"
"2036","CHIFLEY","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.976546","151.240248"
"2036","EASTGARDENS","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.976546","151.240248"
"2036","HILLSDALE","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.976546","151.240248"
"2036","LA PEROUSE","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.976546","151.240248"
"2036","LITTLE BAY","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.976546","151.240248"
"2036","MALABAR","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.976546","151.240248"
"2036","MATRAVILLE","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.976546","151.240248"
"2036","PHILLIP BAY","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.976546","151.240248"
"2036","PORT BOTANY","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.976546","151.240248"
"2037","FOREST LODGE","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.881215","151.181127"
"2037","GLEBE","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.881215","151.181127"
"2038","ANNANDALE","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.881435","151.170681"
"2039","ROZELLE","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.863063","151.170573"
"2040","LEICHHARDT","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.883793","151.157057"
"2040","LILYFIELD","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.883793","151.157057"
"2041","BALMAIN","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.856498","151.178009"
"2041","BALMAIN EAST","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.856498","151.178009"
"2041","BIRCHGROVE","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.856498","151.178009"
"2042","ENMORE","NSW","Newtown","ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.899362","151.171098"
"2042","NEWTOWN","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.899362","151.171098"
"2043","ERSKINEVILLE","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.902234","151.186192"
"2044","ST PETERS","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.911062","151.180126"
"2044","SYDENHAM","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.911062","151.180126"
"2044","TEMPE","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.911062","151.180126"
"2045","HABERFIELD","NSW",,"STRATHFIELD DC                ","207","N1 ","006","PARRAMATTA","Delivery Area                                     ","-33.880496","151.138839"
"2046","ABBOTSFORD","NSW",,"STRATHFIELD DC                ","207","N1 ","006","PARRAMATTA","Delivery Area                                     ","-33.852469","151.129453"
"2046","CANADA BAY","NSW",,"STRATHFIELD DC                ","207","N1 ","006","PARRAMATTA","Delivery Area                                     ","-33.852469","151.129453"
"2046","CHISWICK","NSW",,"STRATHFIELD DC                ","207","N1 ","006","PARRAMATTA","Delivery Area                                     ","-33.852469","151.129453"
"2046","FIVE DOCK","NSW",,"STRATHFIELD DC                ","207","N1 ","006","PARRAMATTA","Delivery Area                                     ","-33.852469","151.129453"
"2046","RODD POINT","NSW",,"STRATHFIELD DC                ","207","N1 ","006","PARRAMATTA","Delivery Area                                     ","-33.852469","151.129453"
"2046","RUSSELL LEA","NSW",,"STRATHFIELD DC                ","207","N1 ","006","PARRAMATTA","Delivery Area                                     ","-33.852469","151.129453"
"2046","WAREEMBA","NSW",,"STRATHFIELD DC                ","207","N1 ","006","PARRAMATTA","Delivery Area                                     ","-33.852469","151.129453"
"2047","DRUMMOYNE","NSW",,"STRATHFIELD DC                ","207","N1 ","006","PARRAMATTA","Delivery Area                                     ","-33.851056","151.154542"
"2048","STANMORE","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.897351","151.16535"
"2048","WESTGATE","NSW","PO Boxes","ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.897351","151.16535"
"2049","LEWISHAM","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.894902","151.144413"
"2049","PETERSHAM","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.894902","151.144413"
"2049","PETERSHAM NORTH","NSW","PO Boxes","PETERSHAM NORTH LPO","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.894902","151.144413"
"2050","CAMPERDOWN","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.88866","151.177188"
"2050","MISSENDEN ROAD","NSW","PO Boxes","MISSENDEN ROAD LPO","208","N1 ","011","ALEXANDRIA","Delivery Area                                     ","-33.88866","151.177188"
"2052","UNSW SYDNEY","NSW",,"ALEXANDRIA DF","208","N1 ","011","ALEXANDRIA","LVR                                               ","-33.906561","151.234417"
"2055","NORTH SYDNEY","NSW","Competition Mail","ST LEONARDS DF","206","N1 ","007","ST LEONARDS","Post Office Boxes                                 ","-33.802837","151.104935"
"2057","CHATSWOOD","NSW","PO Boxes","CHATSWOOD POST SHOP","206","N1 ","007","ST LEONARDS","Post Office Boxes                                 ","-33.791988","151.1899"
"2058","NORTHERN SUBURBS MC","NSW","PO Boxes","NTH SUBS MC","206","N1 ","007","ST LEONARDS","Post Office Boxes                                 ","0","0"
"2059","NORTH SYDNEY","NSW","PO Boxes","NORTH SYDNEY POST SHOP","206","N1 ","007","ST LEONARDS","Post Office Boxes                                 ","-33.802837","151.104935"
"2060","HMAS PLATYPUS","NSW",,"ST LEONARDS DF","206","N1 ","007","ST LEONARDS","Delivery Area                                     ","-33.840633","151.19497"
"2060","HMAS WATERHEN","NSW",,"ST LEONARDS DF","206","N1 ","007","ST LEONARDS","Delivery Area                                     ","-33.840633","151.19497"
"2060","LAVENDER BAY","NSW",,"ST LEONARDS DF","206","N1 ","007","ST LEONARDS","Delivery Area                                     ","-33.840633","151.19497"
