region_id,Tot_P_M,Tot_P_F,Tot_P_P
1,3408878,3508780,6917658
2,2632619,2721423,5354042
3,2148221,2184518,4332739
4,787218,809354,1596572
5,1126178,1112992,2239170
6,242675,252679,495354
7,109517,102428,211945
8,176746,180476,357222
9,1970,1063,3033
